"","code","name","bdl67","hsl67","zdf67","ma7_13","ma7_55","hsl56","ma6_13","ma6_4_13","sp7","ma7_13","zdf78","zf78","macd6","ma6_13","ma6_55"
"32","600980.SH","北矿科技",5.451803,287.249978779301,-5.50755939852899,18.3229893169188,15.538143937833,227.178629271635,16.394657624594,17.0863084425815,17.4999999889685,18.3229893169188,-21.1517164523912,21.2991937525724,1.25359864153327,16.394657624594,13.4718589272762
"33","600536.SH","中国软件",2.521695,96.0499106056873,-4.67419635051417,53.6902458249965,54.556565261319,153.716988756344,57.1837898011414,58.4554274762421,54.8600000059709,53.6902458249965,-12.1760208824781,18.2317829397818,1.24811071594796,57.1837898011414,54.5357705360082
"34","600476.SH","湘邮科技",3.859627,205.849711305644,-10.5769230769231,18.5084615384615,17.9416363636364,175.152410753089,19.7330769230769,20.4661538461538,18.6,18.5084615384615,-3.57954545454547,16.1363636363636,1.24732151437585,19.7330769230769,16.7987272727273
"35","603078.SH","江 化 微",3.622313,116.052130863632,-13.3974579122121,18.9153122886989,18.4037956687719,147.113341512973,19.1171921040383,19.6779693688699,19.3923087771595,18.9153122886989,12.0819397927144,29.7111930050138,1.23230401322312,19.1171921040383,18.2966016061266
"36","300709.SZ","精研科技",2.375853,20.6653321871372,3.50427353751781,35.9409656803386,34.1482065455143,31.2960964529661,32.1908036705878,32.955709172309,37.2615398117777,35.9409656803386,5.26534859756465,15.8095102170279,1.20273199426986,32.1908036705878,32.7723438349449
"37","600745.SH","闻泰科技",3.751713,33.8024244482865,-0.0278164116829016,34.1107692307692,33.7354545454546,32.1185008617126,31.5523076923077,32.4030769230769,35.94,34.1107692307692,21.3425647200482,24.9548464780253,1.18883294800624,31.5523076923077,32.416
"38","002933.SZ","新兴装备",2.235522,118.959345826235,-4.18365159897015,44.6356127736302,44.7587995315483,110.557816013629,42.9733016936943,43.0745317525902,44.66,44.6356127736302,5.74074074074074,13.4027777777778,1.18746537766567,42.9733016936943,48.5065380968127
"39","002942.SZ","新农股份",3.609428,176.867793333333,-8.71341048332198,26.8738461538462,27.8385395331125,145.421106666667,26.8661538461538,27.2607692307692,26.82,26.8738461538462,-3.25670498084292,17.1647509578544,1.16842146747366,26.8661538461538,29.6781048146986
"40","601869.SH","长飞光纤",2.206517,92.9390645345967,1.00316789862722,37.1911202978409,38.8106227309854,76.4013700395999,36.0492809573621,36.4510250998985,38.26,37.1911202978409,-6.28187919463088,14.4302015202532,1.16072253402716,36.0492809573621,42.1285460888762
"41","300752.SZ","隆利科技",3.175138,123.705750111476,-9.25457521027796,29.7403446824249,31.9488962087331,87.0758430909481,31.2036211784262,31.2566215446158,30.495000006333,29.7403446824249,-3.01612064416359,20.8387815299723,1.15869610546614,31.2036211784262,35.9056841950742
"42","002199.SZ","东晶电子",6.924098,176.220437442928,-10.3614457831325,13.8446153846154,13.5869090909091,29.5097427229623,13.4623076923077,14.0746153846154,14.88,13.8446153846154,-4.44900752908967,27.5154004106776,1.1580353604914,13.4623076923077,13.0403636363636
"43","002902.SZ","铭普光磁",7.080674,538.204430300934,28.4791634538513,25.884781577819,20.5100283117745,134.791211345555,17.0688134090656,18.496960827797,27.8499999980132,25.884781577819,9.08067542281583,25.3226835084896,1.15619190937135,17.0688134090656,17.8443110163861
"44","603297.SH","永新光学",2.9224,89.6944285714286,-6.62862316696823,33.1076923076923,34.6077720055435,92.1989428571429,32.8761303306851,33.0733473181436,33.98,33.1076923076923,13.2052455016773,23.0863068008539,1.12846415444475,32.8761303306851,38.3526018787261
"45","300598.SZ","诚迈科技",3.888392,226.878360284528,-11.609558159101,24.2068886149068,25.0049098777443,321.108386310839,25.7587638313902,26.4220796382072,24.1292316575869,24.2068886149068,18.2160803994256,24.3073199655201,1.10474910910785,25.7587638313902,25.557425824949
"47","002729.SZ","好 利 来",2.415839,20.018401319736,-7.08084644326391,33.782532580974,33.1868032895101,25.5528524295141,32.6770060016714,33.2577330613466,34.2500000143051,33.782532580974,11.03610211702,26.7811053354605,1.05656331183137,32.6770060016714,30.8296141850414
"48","603305.SH","旭升股份",2.447637,75.3311966021371,-0.366151342554921,24.4738461538462,25.2579982402117,96.9211296827478,23.2113264264504,23.2353846153846,24.49,24.4738461538462,7.61187787536595,15.349226265161,1.05041553569251,23.2113264264504,28.7819233832246
"49","603956.SH","威 派 格",3.87079,267.428372550539,-20.2950379959659,18.0808662086935,20.5233197555841,331.958611234362,18.9836905351089,19.1130551776934,17.8300000014901,18.0808662086935,-13.2682366444703,25.5678867315522,1.03101509022446,18.9836905351089,23.9964964250903
"51","600338.SH","西藏珠峰",5.792537,23.3092470920757,-34.7604328307237,18.3962074359248,20.443936781581,28.5587293689871,23.9343917467287,24.6376990314841,18.09,18.3962074359248,-23.4553775743707,35.0114416475973,1.01742821907285,23.9343917467287,19.8158298729634
"52","603338.SH","浙江鼎力",2.888132,8.39838706209525,18.1249999911098,38.6973829499225,36.6182857754062,10.5845265129066,33.7192415513426,33.6979406795669,41.8500000173774,38.6973829499225,8.72172720678228,10.1466656814167,1.0082906470712,33.7192415513426,37.9319785393506
"54","603663.SH","三祥新材",3.518846,234.865998744374,-17.0400843001464,14.3494174779186,13.939593900456,71.3792231190789,13.3439682147086,13.8168058574375,14.0700099922931,14.3494174779186,0.361010569868347,20.1433832558518,0.974004179653033,13.3439682147086,13.685900488297
"55","300624.SZ","万兴科技",2.411571,52.7169564544428,-4.90028490250393,31.2112841681384,32.3427123503971,84.2568805146085,31.6389016026211,31.8376263902027,31.2937495187856,31.2112841681384,5.36758563341633,8.86720547322578,0.972861303334883,31.6389016026211,35.0562021205739
"56","603260.SH","合盛硅业",1.61661,10.1394072932443,-1.44206654195081,33.0681562153639,34.5382541119127,16.9439285240339,32.5406407721704,32.6348017437749,33.6842863378233,33.0681562153639,-1.88597227393914,8.87178732822079,0.959805698983816,32.5406407721704,37.6560231009441
"57","603833.SH","欧派家居",2.072351,16.9274371322414,-3.02602558447287,106.936922712238,112.258121580332,17.4551776600251,110.244665480836,111.292220555371,109.92,106.936922712238,-8.57647277457722,16.7719754692436,0.959708959711882,110.244665480836,113.414337495302
"58","300498.SZ","温氏股份",2.171068,15.1401027262982,-6.66666665507832,29.7827390172438,29.9748064454493,17.5902397616677,28.6004733924108,28.9721830869459,29.6333337973849,29.7827390172438,17.7083332993988,16.5934754552434,0.947561008924787,28.6004733924108,30.4791602285134
"60","603666.SH","亿 嘉 和",1.939981,68.0347607261573,8.58818124653313,54.9652692076082,55.1556703738323,84.0001937995542,50.6802710775064,50.8091955109607,56.67,54.9652692076082,-2.75698375022823,18.2399123607815,0.931039142410001,50.6802710775064,59.1386293518684
"61","300330.SZ","华虹计通",5.633168,166.028805368142,-17.3680183626626,10.2630769230769,9.64309090909091,106.077691965516,9.74692307692308,10.1415384615385,10.8,10.2630769230769,-2.30547550432277,18.7319884726225,0.927467250836432,9.74692307692308,9.31654545454546
"62","002949.SZ","华阳国际",6.460182,431.12210075464,4.14414414191884,24.6227311348429,22.9599070938994,158.802578013461,20.2866718661265,20.3726323072858,23.1200000119209,24.6227311348429,-11.4058355377556,19.8478535915703,0.913547734279349,20.2866718661265,25.5625211461876
"63","603332.SH","苏州龙杰",3.392037,112.952618126787,-8.44113844726998,27.9263517883911,29.3759228399884,107.541449470321,27.6868683947816,27.5745671191232,28.3100000357628,27.9263517883911,-6.48785791112636,14.3715366778465,0.912587773423821,27.6868683947816,32.3904793922578
"64","603121.SH","华培动力",3.653525,176.939096296296,-14.069470660298,19.349103249804,20.0105528187746,226.270011111111,18.6033557419313,18.7295579702145,18.45,19.349103249804,-8.77483443708609,17.6600441501104,0.907661046142216,18.6033557419313,21.6944179958824
"65","300618.SZ","寒锐钴业",1.631386,46.0360582526287,-3.73344178714906,42.4078517610531,48.2639438797216,53.4581371069624,44.9992593235913,44.3520838287499,43.2818576197247,42.4078517610531,18.5065240370127,16.7793556348629,0.892356126474337,44.9992593235913,54.5795325674244
"66","002153.SZ","石基信息",1.853738,22.8722509868359,11.0674387534564,34.7438461538461,31.8365265112794,22.2815272508342,30.929075750406,31.3897605387813,36.93,34.7438461538461,-3.2053053329649,13.926499032882,0.891496012943146,30.929075750406,31.5961532307275
"67","300666.SZ","江丰电子",2.152779,53.3795268976669,-3.5079123953157,38.6076923076923,39.900906946567,103.523082628141,39.8294160074442,40.0498541899908,39.39,38.6076923076923,0.632911392405044,18.8027426160338,0.876065114785026,39.8294160074442,42.2385672387183
"68","600206.SH","有研新材",4.401641,263.626851176218,-2.94021561705582,12.2748619625617,10.6108281829323,143.511487251914,10.3040378764764,10.8626574027619,11.8839999948195,12.2748619625617,-12.4853360201675,18.5545233951384,0.872950558256263,10.3040378764764,9.46919907835945
"69","600756.SH","浪潮软件",2.551029,90.4490015115856,-2.21703617085319,24.5711732900086,25.2298119784837,162.385569561263,24.7754467021583,25.20779982637,25.1400000213637,24.5711732900086,-15.6550857959627,23.7896054522184,0.872740942495892,24.7754467021583,26.4673493538994
"70","300667.SZ","必创科技",2.929769,115.012355732017,-6.37319316688568,27.6407692307692,28.2594576860242,140.883426467983,28.3339881649808,28.6117810776902,28.5,27.6407692307692,11.7732558139535,16.969476744186,0.871137777111425,28.3339881649808,29.775026737284
"71","300724.SZ","捷佳伟创",2.770257,80.98333,-7.71778732494025,27.6107692307692,29.2573645222942,85.12344,27.6833125223068,27.6496819485476,27.86,27.6107692307692,19.4590533433509,21.2246431254696,0.867082914621193,27.6833125223068,31.9076461128033
"72","300176.SZ","派生科技",7.672891,208.392708916265,-10.9112709832134,12.8961538461538,17.9276363636364,126.280971316591,18.5876923076923,17.9669230769231,14.86,12.8961538461538,-31.0884353741496,39.1836734693878,0.857260417968126,18.5876923076923,29.6830909090909
"74","002935.SZ","天奥电子",3.801055,220.172398450194,-0.0729261622607225,35.6336432649848,33.5956979875606,159.717784026997,32.3665945641417,32.7799349648694,36.54,35.6336432649848,-10.3428892636313,22.9342327150084,0.844801705024935,32.3665945641417,32.8954939927272
"75","603706.SH","东方环宇",2.563069,96.4951875,-14.8780488011124,20.9556841052947,22.3741706718623,121.081505,21.2640346444568,21.2935554101956,20.94,20.9556841052947,-5.09055310817424,14.7332354380813,0.842296172143047,21.2640346444568,24.5489320471745
"76","300644.SZ","南京聚隆",2.441972,78.2236742646977,-5.55738243562978,28.6188607522112,28.9034078489215,82.3143478098111,27.7585114653759,27.711819911553,28.7200000238419,28.6188607522112,-1.67140833372462,20.5164485320127,0.828945210634689,27.7585114653759,29.9965329715965
"77","300620.SZ","光库科技",2.021568,61.2096909090909,3.67526056131977,35.9031131478452,36.614135781977,55.1186590909091,35.5778176697913,35.6494682549121,37.7999999821186,35.9031131478452,-6.32703369249894,19.9896114295353,0.827185694875221,35.5778176697913,40.2360459095904
"78","300480.SZ","光力科技",3.287029,216.094771351933,-17.8861788483956,10.1524665913171,10.1460148084729,272.156006346608,11.39748022073,11.6913270394256,10.0999996371206,10.1524665913171,24.6467817664756,33.3456547932394,0.818900531740597,11.39748022073,9.90224748980298
"79","002842.SZ","翔鹭钨业",6.347502,575.897026627219,16.1268188201845,17.7446153846154,13.6056752117914,136.807916463627,12.1676039358359,12.3576255228123,16.94,17.7446153846154,-22.4147891392259,23.2813402657424,0.812609980536626,12.1676039358359,12.4236957718769
"80","603192.SH","汇得科技",3.159032,103.178582460268,-4.4586874950816,26.9003497549066,27.7737890486154,100.746456240669,26.2072236642305,26.1391597708325,27.4279999911785,26.9003497549066,-1.08541058498296,15.2538620076957,0.811388919375324,26.2072236642305,30.1946826482344
"81","603189.SH","网达软件",4.572525,220.570683923706,0.671550678755084,16.5978822456797,14.8963200925536,198.515165304269,15.0630756242648,15.4859848224029,16.4900000029802,16.5978822456797,20.5642633190416,38.6626429591251,0.803870736816227,15.0630756242648,14.0810097027253
"82","300504.SZ","天邑股份",3.574411,159.197099302785,8.57256778920612,26.7635225499556,25.5257922491003,76.7970590013299,23.6025687399558,23.8504349043487,27.2299999821186,26.7635225499556,-9.86915888510185,19.0709087302217,0.796174973934027,23.6025687399558,26.5270351325559
"83","300663.SZ","科蓝软件",6.735719,229.198013183785,9.44963655244027,30.57,29.3846408740119,137.298514326332,26.9821401772704,27.2981333024427,31.62,30.57,-14.3321416964576,23.0094247643809,0.795347208207485,26.9821401772704,27.3185096309825
"84","600463.SH","空港股份",4.628326,104.456768333333,-22.9593674686807,8.52801991194606,8.60552629384234,37.2263283333333,8.25757714545806,8.63686520774131,8.57,8.52801991194606,-3.32922318125771,28.2367447595561,0.792361783219175,8.25757714545806,8.97007193422783
"85","002618.SZ","丹邦科技",2.899262,22.8292289020295,-12.7580893684151,14.2169483398096,14.8418596206133,31.8044196233027,14.6014187908835,14.7851956664968,14.1549999998013,14.2169483398096,-0.783289815761823,17.0358097765567,0.779271848441819,14.6014187908835,15.8373025510464
"86","603700.SH","宁水集团",3.021472,111.619109746738,-5.87553150637967,18.4701383087962,19.1713648833924,122.424195446406,18.1668113284544,18.3663614722914,18.7307699086398,18.4701383087962,-5.01686340892942,9.05320624591126,0.7773721833555,18.1668113284544,20.8040345191559
"87","603701.SH","德宏股份",6.974179,220.187969041409,-7.21261265511763,10.3514740903249,8.54213477988368,62.6302818536534,7.90016332789047,8.27961013838646,10.0230767917418,10.3514740903249,-22.2389180750708,17.8619697959444,0.776389344114584,7.90016332789047,7.29130165467719
"88","002940.SZ","昂 利 康",2.208911,75.5776755555556,-4.21669924602068,33.8276923076923,34.9303701574638,65.3549155555556,33.9679409121504,33.8902994290353,34.3,33.8276923076923,-4.80884109916366,10.3942652329749,0.774023495159192,33.9679409121504,37.6839623361719
"89","600584.SH","长电科技",2.878529,111.859811389744,-8.42886041807147,12.8561538461538,13.2087272727273,147.421123333029,13.4861538461538,13.9469230769231,13.58,12.8561538461538,9.41634241245137,21.7898832684825,0.766298524755684,13.4861538461538,13.644
"90","603105.SH","芯能科技",3.695772,173.273829545455,-15.3903345724907,11.4938461538462,12.2722985834477,193.675454545454,11.3527415082607,11.4621104284822,11.38,11.4938461538462,-34.5667870036101,40.072202166065,0.766228237925767,11.3527415082607,13.8193513803098
"91","300184.SZ","力源信息",4.715117,406.874093608985,-7.09090909090908,9.31076923076923,7.92106872717012,247.976692919984,7.98461538461539,8.49769230769231,10.22,9.31076923076923,-23.2741617357002,36.8836291913215,0.765009102861937,7.98461538461539,7.08273649205805
"92","300331.SZ","苏大维格",2.720552,52.1431687822747,8.18652851294162,20.0559980182875,18.8630633536138,63.4849905574577,17.0102514167439,17.2977722553429,20.8800000158946,20.0559980182875,-6.94581280244332,17.8806872696695,0.762752723710981,17.0102514167439,18.8683973021929
"93","603799.SH","华友钴业",2.184685,36.9393542056821,-1.27272277550234,21.38,23.2288618567826,51.436490203083,21.1031403172264,20.9492534256641,21.72,21.38,15.5326137963398,24.4955419990615,0.747731514292888,21.1031403172264,26.390824696403
"94","002032.SZ","苏 泊 尔",1.765907,5.39544879070768,9.66258530773456,74.8611550213835,70.7137604283705,8.25132539988593,68.7766254699753,69.3984208063183,77.7420002446634,74.8611550213835,-8.72016087792433,13.8656116363215,0.744079326239124,68.7766254699753,68.3143024226211
"95","603180.SH","金牌厨柜",2.34623,67.1498736104219,4.80413888045685,39.6620026556534,41.8290114133758,79.0993725127903,38.9693005352634,38.522942481809,40.5142863361203,39.6620026556534,-5.70482150430721,8.60428682724697,0.743147102337868,38.9693005352634,47.6089013986233
"97","002929.SZ","润建股份",2.904541,116.272396318536,5.82590815573589,31.0889445580114,30.582504573911,68.66090898919,28.3038310385857,28.5665631445161,30.8800000026822,31.0889445580114,-6.93430657762514,13.9393651851423,0.739988312983477,28.3038310385857,32.2463585201345
"98","300694.SZ","蠡湖股份",3.484601,251.694073936467,-11.8456078135858,20.4653094298539,21.4835335744364,298.90843953186,20.0453920528154,20.0960156035725,19.87,20.4653094298539,-8.95833333333332,21.875,0.736853414388865,20.0453920528154,22.3884814834906
"99","300758.SZ","七彩化学",2.534887,125.553590704648,-12.2395146457098,18.5512006226611,20.4493558503554,224.470547226387,19.8712936302563,19.8529298229736,18.4833338130404,18.5512006226611,-7.3208722782214,7.43574460852945,0.728534208480743,19.8712936302563,23.4560836170055
"100","603288.SH","海天味业",1.871291,3.67455742183771,8.42413237876929,85.4909379377323,78.3722167817106,3.41148744489893,78.8096941485046,79.5831981145901,89.5583272652496,85.4909379377323,-7.79445728714581,10.6390466079099,0.71977759436827,78.8096941485046,71.3364994471536
"101","300474.SZ","景 嘉 微",2.099886,35.5272127055179,-5.36005593533678,39.42954818363,41.234300675243,55.3567029070253,43.0345705400477,43.115176874678,40.6099999654293,39.42954818363,2.84697509146978,12.0891020054702,0.715200282924747,43.0345705400477,44.0711511483874
"102","300707.SZ","威唐工业",3.656411,106.282337443514,5.79043391587777,15.7050588754512,15.2294938324998,59.2074920333833,14.0506645741515,14.0879713106541,16.2601780027151,15.7050588754512,-12.0557013992651,25.1934115321822,0.714979630696951,14.0506645741515,16.1421693636045
"103","603516.SH","淳中科技",2.275906,34.0837535844728,13.0224373172798,24.9723298538484,23.6390488017477,31.7425187971713,21.6765805049734,21.8386090574256,25.6899999829701,24.9723298538484,12.5449460732576,20.5244696794785,0.712467990858867,21.6765805049734,24.6924289845206
"104","603713.SH","密尔克卫",2.337398,64.4423373557188,-13.7436146914919,35.349826532428,38.6271843214723,64.8119648478489,38.4511342103741,38.3571341632313,35.4600000023842,35.349826532428,-4.90762124677537,12.262314140586,0.710632959345801,38.4511342103741,39.993074409291
"105","300523.SZ","辰安科技",1.564771,14.8304169478396,6.29029107613726,35.1536975877284,33.5668561636574,14.2655067094765,32.3110750238097,32.5481305359697,36.2733317119399,35.1536975877284,-3.50353649845786,12.3441845929029,0.708639890965034,32.3110750238097,33.9811738364188
"106","300397.SZ","天和防务",4.642946,103.969315039043,-7.31814198071867,20.3676923076923,21.3274545454545,165.127999269431,21.0192307692308,21.5015384615385,21.15,20.3676923076923,-2.36686390532544,22.879684418146,0.704963300669565,21.0192307692308,22.2561818181818
"107","603507.SH","振江股份",2.239265,18.2384439042682,0.184586986668211,20.2243260884293,20.9350002044213,20.0868805104342,20.0357062219498,19.9868330581656,21.7099999940395,20.2243260884293,-8.46409888038058,15.2887685791555,0.694144281529704,20.0357062219498,23.2477144141833
"108","300760.SZ","迈瑞医疗",2.133546,35.4740953947368,14.4178082191781,156.411282063479,142.521231474229,40.4315370065789,141.1603899222,142.409414018103,167.05,156.411282063479,-3.35188620902905,14.0081056486396,0.687281468640228,141.1603899222,133.311487986148
"109","300689.SZ","澄天伟业",2.727042,101.714254201681,10.6577443798466,32.362868353322,31.2865800866046,53.578256302521,29.6202179059551,29.8283368166397,33.9,32.362868353322,2.72269902337969,25.5696951760876,0.686161599870713,29.6202179059551,32.6530084731985
"110","601336.SH","新华保险",2.238574,14.5224509383236,12.3352350927547,52.8293057099167,53.3804254580853,17.8731006388323,50.2831324733776,50.0952006392521,57.1000000190735,52.8293057099167,1.73239955707625,10.9378942751084,0.683264340891111,50.2831324733776,53.7988355708949
"111","002468.SZ","申通快递",2.095998,32.6691433376736,8.69742752143734,24.5969230769231,23.4720803576492,41.0262345679012,22.8664646938463,23.193383997492,26.62,24.5969230769231,6.9767441860465,22.2534081796311,0.681614916649038,22.8664646938463,22.9272799640003
"113","000795.SZ","英 洛 华",4.160227,198.780641330401,-20.293122886133,7.57692307692308,6.58909090909091,280.372587542329,7.50153846153846,7.97153846153846,7.07,7.57692307692308,-13.75,16.8055555555556,0.669004126122306,7.50153846153846,5.67218181818182
"114","300127.SZ","银河磁体",7.233492,232.509391574613,20.03757062407,21.330978222471,15.7383877038404,119.615076756966,14.6253007725816,14.9632187495738,19.1699998569489,21.330978222471,-22.6741231948937,21.7961151387664,0.668648111319143,14.6253007725816,13.0183737672401
"115","300746.SZ","汉嘉设计",2.927545,106.423976199921,-9.78021978342278,16.4654496487968,17.3408949180701,87.6461777150917,16.3172833967657,16.3036065119628,16.4199999940395,16.4654496487968,-4.38596491391869,18.9461501666172,0.665068861027565,16.3172833967657,19.3339885602382
"116","603938.SH","三孚股份",2.751322,65.716637853292,-5.15672395738392,18.4993453485856,19.1106645391486,75.4024368632671,17.7440057444327,17.7033295799522,18.7600000238419,18.4993453485856,-1.52339499258322,13.2378921408859,0.660525147719461,17.7440057444327,20.603465248121
"117","300631.SZ","久吾高科",6.260059,305.490324715972,29.8686464940759,20.5271995221361,17.5429240404406,44.1594557960461,15.6576195388075,15.8927395630848,22.7399999962747,20.5271995221361,-15.4262516772638,28.2112199177567,0.659474850093841,15.6576195388075,16.7962861073842
"118","603348.SH","文灿股份",2.915644,89.62895,-6.69665166618387,19.2026010587854,20.3186159245671,69.5963157142857,19.0106833562403,19.0211207326928,18.6700000238419,19.2026010587854,-0.383982446014541,12.2426743148695,0.653437098304846,19.0106833562403,22.0810967679229
"119","300708.SZ","聚灿光电",3.993293,172.366766802467,-5.69103016090825,11.695944079088,11.7362350054027,228.747239584848,12.4706623057328,12.7813166441398,12.7600635953248,11.695944079088,32.3124854981698,72.0061318877142,0.652608075188477,12.4706623057328,12.0255933090287
"120","603266.SH","天龙股份",4.53031,411.499053061224,-11.8534482758621,12.5392307692308,13.6892341039311,191.429744897959,11.4466634053353,11.9872377349205,12.27,12.5392307692308,9.94102780117945,21.3142375737153,0.650634623124528,11.4466634053353,14.159241015007
"121","002866.SZ","传艺科技",3.124491,206.268930916179,-14.2128279839797,11.688864146494,12.2196947315552,100.38503503673,11.5128835281432,11.8589043532411,11.7700000042074,11.688864146494,7.07251566430109,9.34957150295956,0.641779905961623,11.5128835281432,12.4271582795183
"122","300753.SZ","爱朋医疗",3.086057,152.270069306931,3.84289347337963,26.5030191141449,26.9023545380227,117.428044554455,25.5434745710076,25.5018317454803,28.269231801555,26.5030191141449,2.39032620962449,15.41487192573,0.641452618763049,25.5434745710076,28.8961589725209
"123","300749.SZ","顶固集创",3.464608,260.922489278752,-17.379679144385,15.5561538461538,17.4081545914867,353.269454191033,16.6223076923077,16.4938461538462,15.45,15.5561538461538,-13.1824234354194,23.5019973368842,0.640315787416604,16.6223076923077,19.3895182222939
"124","002338.SZ","奥普光电",3.219932,31.6193026418403,-12.2122761776006,13.4011580416192,13.9875967359799,27.3540681031701,13.4823911148972,13.6318293157387,13.7300000476837,13.4011580416192,4.05904022421242,10.571712709341,0.630872292092858,13.4823911148972,14.5261176706488
