"","name","bdl","zdf","zf","ma5","ma6","day","highest","lowest","hsl5","hsl6","y"
"706","川大智胜",1.462235,4.7857142857143,6.5,-2.1602232977514,-1.20419113350863,4,14.67,14.11,1.08297286323211,1.27575917173208,2.09790209790208
"707","泰和新材",1.016091,2.45051838115058,5.13529696829342,-0.702747310470391,-0.696998154532267,0,10.8887343011121,10.5105150109455,0.925366891800836,1.10767032660742,-2.80636099605227
"708","*ST 海陆",2.494723,-15.7992565055762,21.003717472119,0.307286713286714,-0.331748251748251,-6,5.34,4.37,1.78564009708384,5.09512618641625,-5.03432494279176
"709","*ST 兆新",1.000206,-10.7246376811594,24.6376811594203,-0.372321678321678,-0.434041958041959,-8,3.45,3.03,1.19206822167209,2.0282111462525,-10.4234527687296
"710","利尔化学",2.255661,-9.24426450742241,13.9001349527665,-1.13353783314899,-1.98915720603084,-2,14.65,12.77,0.929433516623966,1.12689271132953,1.38781804163453
"711","*ST 升达",2.236544,-11.4537444933921,22.0264317180617,-0.253720279720279,-0.33379020979021,-5,2.28,1.94,0.636555232479311,1.5739280926866,11.340206185567
"712","拓维信息",4.739341,14.6025878003697,36.7837338262477,-0.41634965034965,0.19,2,6.45,5.43,7.58396724755057,4.55071174409154,-6.12582781456954
"713","恩华药业",2.796218,-10.4932736081385,17.9977460415059,-1.00708310368693,-1.26851232253264,-8,11.3478198123555,9.54,1.04985005520016,1.36142295371096,20.4188481675392
"714","新 华 都",2.200543,-5.40069686411151,14.9825783972125,-0.632923076923079,-0.686657342657341,-2,5.83,5.24,0.766483518901588,1.23577496919249,2.85714285714287
"715","西仪股份",3.057247,-5.74387947269303,18.4557438794727,-0.734797202797202,-1.78594405594406,-4,11.26,9.48,2.1732053709365,3.57823538019073,6.63157894736843
"716","浙富控股",1.756489,-6.81818180596536,10.904232618659,-0.0591307515465109,-0.376471832362207,-7,4.75969753804466,4.36056147615412,0.564106434376454,1.04545469773313,4.58715575527842
"717","陕天然气",1.565464,4.6666666369968,5.88315981653482,-0.401271611940966,-0.285734375634883,-1,7.79150978202327,7.38998412454477,0.474581330001401,0.476362235886384,-0.389104746726365
"718","卫 士 通",3.525756,0.795811518652645,15.8957074470853,-3.9593353394932,-4.10244334055601,0,26.06273578883,22.5550593080481,1.1494500122129,1.30402466473269,3.68111526989223
"719","美邦服饰",1.974973,-6.83453237410073,11.1510791366906,-0.275594405594406,-0.344195804195804,-4,2.76,2.5,0.16055405721393,0.420496730891,-3.58565737051793
"720","华明装备",2.306567,-6.93533272362808,15.8076471588581,-0.176271999742422,-0.323771362552362,-6,5.25882264585515,4.78611948667716,0.626569170026931,1.3535725044557,16.5726230778226
"721","东方雨虹",2.242723,3.94512668138904,12.106751494737,-0.428017140361696,-0.578467500918162,0,20.8378985377115,18.6439130318353,1.11229462125235,1.69986471692654,12.9790495594608
"722","川润股份",2.816955,-4.75247524752475,14.2574257425743,-0.345706293706292,-0.439146853146853,1,5.15,4.51,1.42717073167111,2.76387503211757,5.3763440860215
"723","水晶光电",2.084838,0.450417463762509,6.49773221261144,-1.03211390343492,-1.28620161549277,-4,8.65975547530937,8.15884060995405,1.15254356666372,1.71093153895159,20.5450799759714
"724","华昌化工",4.323096,-11.4609607418313,18.980145106134,1.10943230947367,0.0133427431925455,-2,8.36259226283118,6.72,4.65377395259418,9.47770705599767,18.1547619047619
"725","桂林三金",1.045538,3.29535657658246,9.86061787156608,-0.771439622507406,-0.624376501975473,4,13.3341511769308,12.7810462393953,0.125241684737364,0.170622134176085,3.59992795479405
"726","万马股份",1.874131,-1.06571936207277,12.3447343011325,-1.01302159912489,-0.815804787728805,-2,5.80899107874505,5.30082890890629,0.658865226527806,0.96353883739111,5.39033472817232
"727","友阿股份",1.472832,-3.15638520265912,7.81767379877463,-0.39240057474266,-0.380001625294612,-7,3.48880445428457,3.25025372236768,0.586679768103351,0.851411375848232,1.83767228643585
"728","神开股份",2.753808,-0.142653267606374,16.6101245006064,-0.292038082858928,-0.516137290588524,0,7.40986552260136,6.76423380816559,1.0237437859286,1.45948323370703,-7.72594752186589
"729","久其软件",2.350174,-3.15068493150684,15.4794520547945,-1.33779020979021,-1.00974825174825,-2,7.51,6.83,1.53949477366879,1.7631037644304,-7.73722627737226
"730","联络互动",4.841139,-0.263157894736832,31.3157894736842,-0.73772027972028,-0.449118881118883,-6,4.4,3.51,2.57924046484372,1.48479853080926,-0.281690140845059
"731","光迅科技",2.814021,9.74155069459373,13.6126043903608,-4.50186176463267,-1.98245122601008,6,28.0802686375921,25.5771813731163,2.15168016817224,1.69848602965179,-5.44041451889701
"732","博深股份",2.043686,1.99296600605829,13.0712486638338,-1.13171804248456,-1.13430300979791,3,8.76684061480296,8.25288829014709,0.812519974999407,0.872871842365416,15.9763316948546
"733","天润工业",1.710452,-3.26715255353501,9.64737594429133,-0.333266828898837,-0.383890867640484,-3,3.99755101211619,3.67020812526796,0.478843386385358,0.912026266652986,2.17800492844187
"734","亚太股份",1.792361,0.200803212851408,8.83534136546184,-0.582377622377621,-0.553496503496504,-2,5.06,4.7,0.408227381850423,0.711603376947367,4.57380457380459
"735","世 联 行",1.852242,-4.98487831832027,11.356607999503,-0.860649781082576,-0.813432590063758,-3,4.86041715056785,4.35278665849339,0.314513553128204,0.497442882658216,-2.04754862663764
"736","保 龄 宝",2.915749,-5.47730829783748,17.1998253358752,-0.489288902375956,-0.665542544008695,-1,6.54578866268989,5.7499480957975,0.614047030620492,0.847734189138003,-1.56521731885152
"737","奇正藏药",2.292349,3.30401166763248,8.09600103101434,-1.08676909410321,-1.13820241072029,0,22.0132577295319,19.9706339526281,0.154402755541872,0.138866390506046,-2.69030427301995
"738","超华科技",3.611015,-4.88798370672098,24.0325865580448,-0.703790209790209,-0.47786013986014,0,5.28,4.39,2.93169703276564,3.17336078029482,22.4669603524229
"739","ST 宇 顺",2.418373,-2.22222222222224,16.4705882352941,-0.136475524475522,0.155608391608394,0,8.32,7.48,1.60276943137694,2.38805247536678,-8.74172185430464
"740","*ST 中科",2.466862,-5.2064631956912,14.5421903052065,-2.72595804195804,-2.61760839160839,-2,5.45,5,1.45666029539634,1.7821777868621,-6.15384615384615
"741","星 期 六",1.762034,-4.01529636711283,11.6634799235182,-0.336531468531466,-0.492965034965034,-6,5.29,4.84,0.429114795767227,0.742563859068658,3.49794238683128
"742","奥飞娱乐",2.225846,0.780031201248055,12.1684867394696,-1.06976223776224,-1.06041958041958,1,6.63,6.08,1.09212324899121,1.69042575718423,-0.967741935483879
"743","罗莱生活",2.347484,1.70421155729676,10.7419370001752,-0.296777559374874,-0.273641104681719,2,9.64035136080726,9.01597627267207,0.489773742732879,0.589994848741574,-0.541711809317447
"744","信 立 泰",1.748661,-4.97606801338231,9.83438095872184,-1.66415936915187,-2.26669839942409,-4,22.2956533460525,20.4336202069638,0.347564204485207,0.533647768590031,5.46961289026269
"745","精艺股份",2.034229,-4.38799075326562,16.3955244733438,-0.228533737795415,-0.660676066992833,1,8.79656322493725,7.73422432531164,0.786749502982107,1.44119585819936,0.373598785188678
"746","辉煌科技",2.205989,0,11.233550784251,-0.302191502936982,-0.305649802607505,2,6.72292067074912,6.20653680829867,2.38770718649892,4.02698803044381,16.2974683794584
"747","博云新材",4.280726,15.8505154639175,21.1340206185567,-0.403426573426573,0.0668811188811178,2,8.99,7.43,4.3998378587496,3.37632187492927,-9.30232558139534
"748","中电兴发",3.046555,0.815173820852633,13.4977344441973,-0.676547722724641,-0.28236316559747,-1,7.82839485002876,7.09787628899203,1.53847599754805,1.44728945443673,1.54296595021517
"749","圣农发展",4.192489,-7.08509819021948,22.9065062956279,-0.120721540754868,1.06460925127645,-6,27.568124134451,22.7241855710794,2.76753794783509,3.02047899737314,13.6804942630185
"750","太阳电缆",2.10292,-0.274725275080723,8.8316628387121,-0.373819863199184,-0.661519042456518,-2,6.90248892602575,6.3384723211754,1.07316168879147,1.7775230067476,10.9428501673341
"751","齐心集团",1.934732,3.56807511737087,11.4553990610329,0.0343277408068428,0.408416986263219,2,11.36,10.55,0.898334868170321,0.90295509625492,8.98258478460128
"752","西部建设",3.165988,0.0894853427412912,16.8178012578221,-1.8972836848858,-2.22258380880765,-2,11.5249692598625,9.94575654688714,1.0866642704259,1.59849896629937,7.22303562691802
"753","美 盈 森",3.897045,-12.8815949351479,17.0552500583042,-0.146247569979561,-0.430608913573312,-2,5.29477816643355,4.50242579997783,1.10332108693042,1.58689773018465,-9.38086304779202
"754","洋河股份",1.706775,-1.80754002056782,9.45150710374264,-2.34799023794508,-3.75997592422011,-4,115.41194549975,108.275972825662,0.421303011527026,0.666034482014999,14.3194190021962
"755","南国置业",1.583736,-6.54545452653866,14.3634132883814,-0.405399561821824,-0.450864676809219,-6,2.75637404275573,2.4719083942151,0.660586632635722,0.755219065146834,6.47773245092753
"756","ST 云 网",2.943583,-0.647249190938515,19.4174757281553,-0.626027972027973,-0.641244755244755,-2,3.17,2.78,0.430758504792532,0.566768768039766,0
"757","北新路桥",3.117901,-0.724637681159435,14.3478260869565,-0.859860139860138,-1.14876923076923,0,6.94,6.2,2.27622628849987,3.9134699680647,1.42857142857142
"758","威创股份",2.537102,-2.38095238095238,14.8809523809524,-0.785804195804194,-0.627216783216784,0,5.23,4.59,1.33517786817502,2.08908902908328,1.06609808102345
"759","中利集团",1.773696,-4.17209908735333,12.2555410691004,-1.44661538461538,-1.37372027972028,0,7.87,7.13,0.760699183929054,1.15462059767666,-2.66479663394109
"760","东方园林",5.01357,1.78380306543617,18.6125846858603,-1.62705589608606,-1.33008972119435,-4,5.83504529901722,4.97059414360726,2.68481343547332,2.19363624920745,8.88717154645415
"761","海大集团",2.244003,1.83366077275704,11.7245867223405,2.04255893871108,1.28417662912321,2,31.4768529920188,29.3928140056641,0.380805341413604,0.50295079531722,-5.63237774030354
"762","三泰控股",2.505115,0.274725274725252,14.5604395604396,-0.308573426573427,-0.286993006993009,-2,3.82,3.53,1.4881510508029,1.81161618051518,0.84507042253521
"763","日海智能",2.711276,9.99206977377387,15.5561766551471,-4.50666724913307,-3.07372007974608,4,20.8041556787253,18.7167487959343,1.53906488509756,1.46858725451148,-13.3547273259112
"764","南山控股",1.730684,-0.326797385620925,8.49673202614378,-0.507818181818182,-0.418755244755245,0,3.17,2.94,0.490559317160637,0.691999120481813,3.37837837837838
"765","焦点科技",3.9012,16.4478230822391,12.9014315488099,-0.210780859458049,0.232505360071121,0,13.1404268891361,11.4306781632201,3.95980228052529,3.13446367881747,-4.10790925812385
