"","name","code","bdl67","hsl67","zdf67","ma7","ma6","sp7","y"
"41","万兴科技","300624.SZ",2.411571,52.7169564544428,-4.90028490250393,-1.13142818225871,-3.41730051795278,31.2937495187856,5.36758563341633
"42","合盛硅业","603260.SH",1.61661,10.1394072932443,-1.44206654195081,-1.47009789654874,-5.11538232877368,33.6842863378233,-1.88597227393914
"43","欧派家居","603833.SH",2.072351,16.9274371322414,-3.02602558447287,-5.32119886809345,-3.1696720144667,109.92,-8.57647277457722
"44","温氏股份","300498.SZ",2.171068,15.1401027262982,-6.66666665507832,-0.192067428205455,-1.8786868361026,29.6333337973849,17.7083332993988
"45","亿 嘉 和","603666.SH",1.939981,68.0347607261573,8.58818124653313,-0.190401166224042,-8.45835827436194,56.67,-2.75698375022823
"46","华虹计通","300330.SZ",5.633168,166.028805368142,-17.3680183626626,0.619986013986015,0.430377622377621,10.8,-2.30547550432277
"47","华阳国际","002949.SZ",6.460182,431.12210075464,4.14414414191884,1.66282404094343,-5.27584928006104,23.1200000119209,-11.4058355377556
"48","苏州龙杰","603332.SH",3.392037,112.952618126787,-8.44113844726998,-1.44957105159732,-4.7036109974762,28.3100000357628,-6.48785791112636
"49","华培动力","603121.SH",3.653525,176.939096296296,-14.069470660298,-0.661449568970561,-3.09106225395108,18.45,-8.77483443708609
"50","寒锐钴业","300618.SZ",1.631386,46.0360582526287,-3.73344178714906,-5.85609211866852,-9.58027324383307,43.2818576197247,18.5065240370127
"51","石基信息","002153.SZ",1.853738,22.8722509868359,11.0674387534564,2.90731964256671,-0.66707748032152,36.93,-3.2053053329649
"52","江丰电子","300666.SZ",2.152779,53.3795268976669,-3.5079123953157,-1.29321463887467,-2.40915123127409,39.39,0.632911392405044
"53","有研新材","600206.SH",4.401641,263.626851176218,-2.94021561705582,1.66403377962938,0.834838798116914,11.8839999948195,-12.4853360201675
"54","浪潮软件","600756.SH",2.551029,90.4490015115856,-2.21703617085319,-0.658638688475058,-1.69190265174103,25.1400000213637,-15.6550857959627
"55","必创科技","300667.SZ",2.929769,115.012355732017,-6.37319316688568,-0.618688455254979,-1.44103857230316,28.5,11.7732558139535
"56","捷佳伟创","300724.SZ",2.770257,80.98333,-7.71778732494025,-1.646595291525,-4.22433359049656,27.86,19.4590533433509
"57","派生科技","300176.SZ",7.672891,208.392708916265,-10.9112709832134,-5.03148251748251,-11.0953986013986,14.86,-31.0884353741496
"58","天奥电子","002935.SZ",3.801055,220.172398450194,-0.0729261622607225,2.03794527742423,-0.528899428585447,36.54,-10.3428892636313
"59","东方环宇","603706.SH",2.563069,96.4951875,-14.8780488011124,-1.41848656656754,-3.28489740271763,20.94,-5.09055310817424
"60","南京聚隆","300644.SZ",2.441972,78.2236742646977,-5.55738243562978,-0.284547096710373,-2.23802150622064,28.7200000238419,-1.67140833372462
"61","光库科技","300620.SZ",2.021568,61.2096909090909,3.67526056131977,-0.711022634131879,-4.6582282397991,37.7999999821186,-6.32703369249894
"62","光力科技","300480.SZ",3.287029,216.094771351933,-17.8861788483956,0.00645178284417369,1.49523273092703,10.0999996371206,24.6467817664756
"63","翔鹭钨业","002842.SZ",6.347502,575.897026627219,16.1268188201845,4.13894017282402,-0.256091836040957,16.94,-22.4147891392259
"64","汇得科技","603192.SH",3.159032,103.178582460268,-4.4586874950816,-0.873439293708813,-3.98745898400394,27.4279999911785,-1.08541058498296
"65","网达软件","603189.SH",4.572525,220.570683923706,0.671550678755084,1.70156215312605,0.982065921539446,16.4900000029802,20.5642633190416
"66","天邑股份","300504.SZ",3.574411,159.197099302785,8.57256778920612,1.23773030085523,-2.92446639260007,27.2299999821186,-9.86915888510185
"67","科蓝软件","300663.SZ",6.735719,229.198013183785,9.44963655244027,1.18535912598815,-0.336369453712024,31.62,-14.3321416964576
"68","空港股份","600463.SH",4.628326,104.456768333333,-22.9593674686807,-0.0775063818962849,-0.712494788769765,8.57,-3.32922318125771
"69","丹邦科技","002618.SZ",2.899262,22.8292289020295,-12.7580893684151,-0.624911280803635,-1.23588376016288,14.1549999998013,-0.783289815761823
"70","宁水集团","603700.SH",3.021472,111.619109746738,-5.87553150637967,-0.701226574596152,-2.63722319070153,18.7307699086398,-5.01686340892942
"71","德宏股份","603701.SH",6.974179,220.187969041409,-7.21261265511763,1.80933931044122,0.608861673213275,10.0230767917418,-22.2389180750708
"72","昂 利 康","002940.SZ",2.208911,75.5776755555556,-4.21669924602068,-1.10267784977152,-3.71602142402152,34.3,-4.80884109916366
"73","长电科技","600584.SH",2.878529,111.859811389744,-8.42886041807147,-0.352573426573427,-0.157846153846151,13.58,9.41634241245137
"74","芯能科技","603105.SH",3.695772,173.273829545455,-15.3903345724907,-0.778452429601597,-2.46660987204903,11.38,-34.5667870036101
"75","力源信息","300184.SZ",4.715117,406.874093608985,-7.09090909090908,1.38970050359911,0.901878892557332,10.22,-23.2741617357002
"76","苏大维格","300331.SZ",2.720552,52.1431687822747,8.18652851294162,1.19293466467376,-1.85814588544896,20.8800000158946,-6.94581280244332
"77","华友钴业","603799.SH",2.184685,36.9393542056821,-1.27272277550234,-1.84886185678258,-5.28768437917661,21.72,15.5326137963398
"78","苏 泊 尔","002032.SZ",1.765907,5.39544879070768,9.66258530773456,4.14739459301296,0.462323047354147,77.7420002446634,-8.72016087792433
"79","金牌厨柜","603180.SH",2.34623,67.1498736104219,4.80413888045685,-2.16700875772242,-8.6396008633599,40.5142863361203,-5.70482150430721
"80","润建股份","002929.SZ",2.904541,116.272396318536,5.82590815573589,0.506439984100389,-3.94252748154881,30.8800000026822,-6.93430657762514
"81","蠡湖股份","300694.SZ",3.484601,251.694073936467,-11.8456078135858,-1.01822414458251,-2.34308943067525,19.87,-8.95833333333332
"82","七彩化学","300758.SZ",2.534887,125.553590704648,-12.2395146457098,-1.89815522769435,-3.58478998674924,18.4833338130404,-7.3208722782214
"83","海天味业","603288.SH",1.871291,3.67455742183771,8.42413237876929,7.11872115602173,7.47319470135105,89.5583272652496,-7.79445728714581
"84","景 嘉 微","300474.SZ",2.099886,35.5272127055179,-5.36005593533678,-1.80475249161296,-1.03658060833968,40.6099999654293,2.84697509146978
"85","威唐工业","300707.SZ",3.656411,106.282337443514,5.79043391587777,0.475565042951352,-2.09150478945304,16.2601780027151,-12.0557013992651
"86","淳中科技","603516.SH",2.275906,34.0837535844728,13.0224373172798,1.3332810521007,-3.01584847954721,25.6899999829701,12.5449460732576
"87","密尔克卫","603713.SH",2.337398,64.4423373557188,-13.7436146914919,-3.27735778904422,-1.54194019891698,35.4600000023842,-4.90762124677537
"88","辰安科技","300523.SZ",1.564771,14.8304169478396,6.29029107613726,1.58684142407109,-1.67009881260912,36.2733317119399,-3.50353649845786
"89","天和防务","300397.SZ",4.642946,103.969315039043,-7.31814198071867,-0.959762237762241,-1.23695104895104,21.15,-2.36686390532544
"90","振江股份","603507.SH",2.239265,18.2384439042682,0.184586986668211,-0.710674115991996,-3.21200819223348,21.7099999940395,-8.46409888038058
"91","迈瑞医疗","300760.SZ",2.133546,35.4740953947368,14.4178082191781,13.8900505892495,7.84890193605207,167.05,-3.35188620902905
"92","澄天伟业","300689.SZ",2.727042,101.714254201681,10.6577443798466,1.07628826671741,-3.03279056724339,33.9,2.72269902337969
"93","新华保险","601336.SH",2.238574,14.5224509383236,12.3352350927547,-0.551119748168617,-3.51570309751732,57.1000000190735,1.73239955707625
"94","申通快递","002468.SZ",2.095998,32.6691433376736,8.69742752143734,1.12484271927392,-0.0608152701539488,26.62,6.9767441860465
"95","英 洛 华","000795.SZ",4.160227,198.780641330401,-20.293122886133,0.987832167832169,1.82935664335664,7.07,-13.75
"96","银河磁体","300127.SZ",7.233492,232.509391574613,20.03757062407,5.59259051863063,1.60692700534143,19.1699998569489,-22.6741231948937
"97","汉嘉设计","300746.SZ",2.927545,106.423976199921,-9.78021978342278,-0.875445269273296,-3.01670516347249,16.4199999940395,-4.38596491391869
"98","三孚股份","603938.SH",2.751322,65.716637853292,-5.15672395738392,-0.611319190563002,-2.85945950368826,18.7600000238419,-1.52339499258322
"99","久吾高科","300631.SZ",6.260059,305.490324715972,29.8686464940759,2.98427548169547,-1.13866656857671,22.7399999962747,-15.4262516772638
"100","文灿股份","603348.SH",2.915644,89.62895,-6.69665166618387,-1.11601486578165,-3.07041341168262,18.6700000238419,-0.383982446014541
"101","聚灿光电","300708.SZ",3.993293,172.366766802467,-5.69103016090825,-0.0402909263146114,0.445068996704116,12.7600635953248,32.3124854981698
"102","天龙股份","603266.SH",4.53031,411.499053061224,-11.8534482758621,-1.15000333470037,-2.71257760967174,12.27,9.94102780117945
"103","传艺科技","002866.SZ",3.124491,206.268930916179,-14.2128279839797,-0.530830585061189,-0.914274751375105,11.7700000042074,7.07251566430109
"104","爱朋医疗","300753.SZ",3.086057,152.270069306931,3.84289347337963,-0.399335423877833,-3.35268440151325,28.269231801555,2.39032620962449
"105","顶固集创","300749.SZ",3.464608,260.922489278752,-17.379679144385,-1.85200074533283,-2.7672105299862,15.45,-13.1824234354194
"106","奥普光电","002338.SZ",3.219932,31.6193026418403,-12.2122761776006,-0.586438694360661,-1.04372655575162,13.7300000476837,4.05904022421242
"107","跃岭股份","002725.SZ",4.451184,237.568210874878,-14.6730462432757,0.373745298055386,0.0998357966157446,10.7000000074506,11.1867704199078
"108","晶瑞股份","300655.SZ",3.535341,115.653871947468,3.76344086021507,0.11168873572205,-0.292088133733314,17.37,24.6991766941102
"109","大恒科技","600288.SH",1.857396,43.9212172619048,-4.57965324642995,0.658973367203771,0.4821163389181,11.6680000224154,-1.65522118369781
"110","上海钢联","300226.SZ",2.555207,25.3539502851177,16.0867000916774,0.158394922042874,-7.58301384774222,65.6083373604678,0.774986637958852
"111","蓝晓科技","300487.SZ",2.547424,39.3598604267371,7.27879799666111,-0.555160839160852,-3.38907925532593,32.13,3.74365482233503
"112","全志科技","300458.SZ",2.26962,35.2533720005717,-1.01382488534861,-0.295936635192849,-1.51160621167863,21.4799999880999,14.0291262216965
"113","五矿稀土","000831.SZ",3.966927,164.690998399543,-3.71951219512195,2.5788951048951,2.12362237762238,15.79,-21.5650030807147
"114","联明股份","603006.SH",4.368323,50.1456152613883,-4.8936170212766,0.206615384615382,-1.4791048951049,13.41,-6.9284064665127
"115","北京君正","300223.SZ",3.429261,126.485445520775,-4.81300813008131,-0.287190051675406,0.544058617947616,29.27,18.9791516894321
"116","南都物业","603506.SH",2.649006,79.7078774245755,0.409718767074896,0.24985617419205,0.210649393352661,20.36,-0.594273365748266
"117","顾家家居","603816.SH",2.4916,49.6983027736693,6.16632315036518,-1.85868027114295,-5.51988211281367,31.6795000575185,-1.52748663163658
"118","建艺集团","002789.SZ",1.592206,33.5488422799502,-2.53615367904607,0.312688277196361,-1.26150712268466,18.0620000078538,-5.01634539288707
"119","华东电脑","600850.SH",2.372306,24.305622232936,-0.669045376563659,-0.79330788008588,-1.46242114513849,22.27,-2.20760920620009
"120","科 沃 斯","603486.SH",2.435482,17.5785630945297,-0.372844030499431,-2.46639196656279,-6.24872276480925,30.92,-13.6859504132231
"121","丰山集团","603810.SH",1.617733,96.94756,-4.95980215871206,-0.736716900858312,-2.3202598812391,38.42,-18.5449735449735
"122","药石科技","300725.SZ",3.65577,46.932264331671,2.15151515171443,-4.11905147422815,-6.46367379201895,67.4199999938867,-11.9491798017538
"123","华大基因","300676.SZ",2.492779,19.3188280723422,-0.497512398468913,-4.79053120969135,-7.91974778366259,60,10.2384291725105
"124","国 科 微","300672.SZ",2.96094,36.6349960849003,-0.988066520194375,1.27487454711006,0.89026264638894,32.74,-5.1421271159374
"125","天 目 湖","603136.SH",2.427825,52.9893793103448,-4.09112040911205,-1.02803133250749,-2.90771432405063,20.63,-0.0494804552201966
"126","贝瑞基因","000710.SZ",2.480376,35.3596851853268,8.07365439093486,-1.2926013986014,-4.79206993006993,38.15,-7.09478407178911
"127","大业股份","603278.SH",2.726147,45.4685408746563,-18.2417582417582,-0.71898830791487,-0.0294233278622524,11.16,-3.74429223744293
"128","欣锐科技","300745.SZ",2.890772,65.2083254087178,-8.31649832201828,-3.84466788818092,-5.46441460222389,27.23,-11.0731892301858
"129","汇纳科技","300609.SZ",2.902577,28.8875235502542,0.52020688816683,-2.4100947385974,-4.71403620666022,36.19,-11.123787792356
"130","奥美医疗","002950.SZ",4.116952,252.49483125,-5.7281916661907,-0.41068750800342,-2.9263717485512,16.7866666706403,-17.1474358933411
"131","沃特股份","002886.SZ",2.634452,142.71820727415,3.91509433837511,0.128973982227095,-0.776704447529816,22.0300000067552,-11.8494423754626
"132","美格智能","002881.SZ",4.874926,332.219762235603,19.0970558286873,1.33328992212016,-2.39205218776882,22.3699999950914,25.3339694715818
"133","东方通信","600776.SH",2.730888,72.6746060134155,-0.969645867537217,-1.42585263712876,-2.9223696389677,23.4900000227065,-16.5357766969975
"134","盘龙药业","002864.SZ",2.070217,37.4447774148858,0.411381556267476,-1.11828650157678,-3.50288710248985,29.2900000089407,-9.23023336528997
"135","美亚光电","002690.SZ",1.469102,26.6220639575311,14.0934844051823,3.49330913584036,1.36487548020202,32.2200000282152,-4.59119496447982
"136","平治信息","300571.SZ",2.148409,55.4094585382127,9.03356043582619,-2.74818899290513,-10.1176316926862,43.2099999920527,0.943168096789004
"137","北斗星通","002151.SZ",1.992921,37.4670612907387,-7.34725444702241,-0.729096482400731,-0.394589567878278,23.96,-2.2815325010762
"138","华锋股份","002806.SZ",2.410156,80.4383758490649,-3.73177842611372,-0.985192012042592,-2.54418986708195,16.5099999978963,-12.5465838525711
"139","圣邦股份","300661.SZ",2.00308,19.4661742230536,5.55442107412705,2.7177507304645,2.29666682554107,53.0153808757834,45.0034835296901
"140","英 搏 尔","300681.SZ",2.45313,88.8135291005291,-0.107991489287851,-2.08447592851541,-5.35438577288139,27.75,-6.58814869341187
"141","至正股份","603991.SH",1.970943,34.9475295332754,1.91725524097743,-0.0797616951722411,-2.14653814770801,20.2,-0.508130081300817
"142","天晟新材","300169.SZ",5.733735,203.139546509369,-32.1176470588235,-0.488125874125874,1.32005594405594,5.77,-9.66608084358525
"143","南天信息","000948.SZ",3.799582,60.2862345973685,-1.29982668977469,-0.205789957781501,-0.913992148709227,11.39,-0.386473429951684
"144","中曼石油","603619.SH",4.919258,253.046799347375,16.8144963830914,2.25303434269548,-1.70066149883754,21.4669999980926,-22.329144674293
"145","艾德生物","300685.SZ",2.494997,24.600419751135,1.11890764270814,0.375330616182218,0.333327970629092,53.32,-6.89325949971358
"146","紫光国微","002049.SZ",3.757815,94.8483284203247,2.12813123475948,0.00802325559921968,-1.63174944404983,46.07,10.1790977102698
"147","中欣氟材","002915.SZ",3.409096,117.017465813209,14.6120894486844,0.438396240989292,-2.13408378127852,24.08,24.8058474189127
"148","中科三环","000970.SZ",2.848263,133.361220991363,-12.2861588745259,0.555134169823384,0.440905050967386,11.28,-11.7180616740088
"149","赛腾股份","603283.SH",4.477283,199.684993892821,42.3837784371909,2.53130993673448,-0.530007751090313,28.79,-6.91631639281621
"150","金溢科技","002869.SZ",3.931484,214.984271880862,46.6276668999026,5.15288185961298,1.79668663890416,42.6099999976158,22.8505034932326
"151","双象股份","002395.SZ",2.906936,21.9597021352751,19.1066997405573,3.04427391898206,1.11580259315873,16.0000000079473,4.42514469624298
"152","鼎胜新材","603876.SH",2.7827,24.5917028399339,-6.97406340117535,-0.474619984504784,-2.1850057143937,16.1399999985099,-5.91603052543283
"153","新疆火炬","603080.SH",2.70009,63.2171078122313,-2.53961804227694,-0.565471359977185,-2.2446368859066,19.1879999935627,-8.67113523012122
"154","当升科技","300073.SZ",2.231574,34.1343035598061,1.86125211762749,-0.377732191603524,-3.21168334187013,24.08,5.13713539399216
"155","飞科电器","603868.SH",1.284288,2.79071235078053,2.84463894967177,-0.297757857689412,-2.99237402266854,37.6,-6.94626474442988
"156","捷捷微电","300623.SZ",3.909738,173.135131559351,7.58782202297095,0.65341883059094,-1.02935357666351,14.3562496840692,-12.8902765532339
"157","贵航股份","600523.SH",2.663272,27.4926558853822,-3.79326695807871,0.725014671070902,0.0412227165548149,14.2029999730797,-5.96463822769083
"158","赣锋锂业","002460.SZ",1.967577,39.7688308875842,-0.454921423261423,-1.17069280721766,-2.85929579643022,24.0699999682109,0.259403510037215
"159","牧原股份","002714.SZ",2.997863,26.3844533313314,-3.25099601799496,-0.984030041571536,-1.4067251017964,35.7117644042613,32.0501804994051
"160","青青稞酒","002646.SZ",3.891999,28.8848745156364,2.74684487675836,0.521727476943267,0.0650743816265944,13.84,-9.3562874251497
"161","法拉电子","600563.SH",1.60862,12.2409808888889,2.88534548215642,-0.683746380647747,-2.5144242070307,40.65,7.44920993227991
"162","宇环数控","002903.SZ",3.002946,87.9052151515152,-3.30469276516394,-1.27096646689438,-3.13031470490751,14.63,29.7585227272727
"163","博 迈 科","603727.SH",3.705983,101.828018340888,-10.3689907244522,0.274468169293758,0.354766823010655,16.6027999937534,11.7663003347235
"164","中信建投","601066.SH",5.418552,139.7980924221,-7.14285714509595,-0.821426884944884,-1.64596832894864,21.1899999928474,-11.7703349322578
"165","横店影视","603103.SH",3.788509,169.688376010782,-5.07597120983313,0.437611932756923,-0.745824808638545,15.9489999762433,-10.9132682531919
"166","宏发股份","600885.SH",2.369184,8.05505303528343,9.93520532769923,-0.227835793731362,-2.85114861836518,25.45,4.65020576131687
"167","万孚生物","300482.SZ",2.567338,17.3039308754163,13.5218459867332,3.71027124713524,0.236230683967328,39.2906588631381,-0.427228798790213
"168","四创电子","600990.SH",2.158569,22.3453110136469,1.26103406341269,-3.37472608407818,-3.23167660300238,48.18,5.61049011177988
"169","至纯科技","603690.SH",3.34487,64.9046215934733,2.60930889869393,-0.890936506247858,-1.6179134417107,20.37,-2.74588117823266
"170","红相股份","300427.SZ",4.964704,83.0289218814943,-14.8160479460867,-0.305821667817749,0.93121291184473,15.3509999975413,-9.49168390738546
"171","张江高科","600895.SH",2.526452,29.4994377665943,5.98591549200231,0.103073930077674,-2.10742052183771,21.0700000031731,-17.2464478325618
"172","恒立液压","601100.SH",2.740673,10.6075359410431,5.98462053052307,0.670471238401955,-1.06585213275472,31.6999999886467,-3.12097808558902
"173","台基股份","300046.SZ",3.174975,65.0780611861862,13.0765056878348,1.80298769959816,0.090370523400491,20.8400000132455,-4.58669361208645
"174","惠威科技","002888.SZ",2.896329,306.022436410961,23.5230934579455,1.48199691091401,-2.38967949084626,22.9999999920527,-18.9587852559944
"175","集智股份","300553.SZ",4.853089,154.797481482923,8.80188401530764,0.986324326151291,-2.13964792377327,36.96,5.7513391598534
"176","日海智能","002313.SZ",4.008929,46.4722741708938,5.58246227782495,-1.31093964715341,-4.12864734039624,20.71,-10.1485148514852
"177","江铃汽车","000550.SZ",2.844014,14.210105082092,-30.4379041086308,-4.76126351632794,0.718722362856109,19.379999721845,-11.5245465317887
"178","中石科技","300684.SZ",4.632968,158.790714372254,13.0063965844685,0.129494822018405,-3.28445130132145,21.2000000057949,12.9929221397729
"179","岱勒新材","300700.SZ",3.228008,65.807750380861,-0.0982318271119831,-1.55064335664336,-3.35777622377622,20.34,29.925187032419
"180","东阿阿胶","000423.SZ",1.230606,15.5031204320195,-0.100426812648569,-3.16696147315153,-4.70828685751488,39.7900005198473,-18.0834618907615
"181","华林证券","002945.SZ",6.152698,674.702138148148,45.4431470979573,3.78401314414647,-2.02991823174721,18.56,-11.5675675675676
"182","启明信息","002232.SZ",3.263734,65.7372092527508,-10.4088141919833,-0.0750253237239917,-0.0382959283772699,9.27,2.6077097505669
"183","可 立 克","002782.SZ",3.457468,21.1937577464789,-7.38552437223042,-0.137982704310931,-1.50835527920653,12.54,-10.3363412633306
"184","康弘药业","002773.SZ",1.89961,6.4819448304573,-10.7717020329848,-2.59883668833781,-1.40113045996264,33.3000000048906,2.45098039178961
"185","傲农生物","603363.SH",3.865242,140.588532568945,-17.441120304435,-2.07056445089456,2.00439491257802,19.4550000014901,21.2437940851493
"186","兆易创新","603986.SH",2.857176,43.6342778542328,19.1093647594195,-1.94955340235521,-9.05524817416114,64.9571405097973,6.48748841276743
"187","彩讯股份","300634.SZ",2.728763,19.5542071334346,-3.60824742304995,-1.68924850664803,-3.75074639722443,22.4399999976158,-6.75613142138398
"188","厦门钨业","600549.SH",2.471596,54.4079208065852,-6.98747526272138,0.42637283740831,-0.273014148014193,14.1100000378558,-6.70903979742987
"189","新华文轩","601811.SH",2.64316,32.7943463997916,-8.52186976249019,-0.421816971755064,-0.910526211318698,12.1300000476837,-8.48026864782783
"190","金 太 阳","300606.SZ",2.766364,79.9206579884378,5.99684377059304,0.415239866569628,-1.85647742495062,20.15,-10.9460128776622
"191","新莱应材","300260.SZ",5.068743,136.368598165391,5.16080777860883,0.658624718998416,-0.153546840665303,14.06,-7.23781388478582
"192","佩蒂股份","300673.SZ",2.620499,54.1865864012745,-1.16581355146467,-2.59834458267857,-6.97210235464072,27.27,-0.939143501126971
"193","科恒股份","300340.SZ",3.160273,129.447874020581,-9.16030534681932,-0.552748276558752,-1.53199127741513,16.6599999933773,-13.263417607993
"194","龙蟠科技","603906.SH",4.299687,288.110440911574,7.4626865726144,1.27173046504208,1.86789890155145,12.9120000031458,-12.9115558392013
"195","奥 士 康","002913.SZ",2.682307,102.668180934662,5.02857139995341,-1.84027669829343,-5.6001488595533,45.95,7.64600980829246
"196","科 力 尔","002892.SZ",1.919225,96.6830127403331,18.2034319111014,1.90839810836973,-2.52445023720514,30.42,29.1059602649007
"197","正海磁材","300224.SZ",5.587447,143.979300237904,8.39939536989798,1.1047496807119,0.537359461410866,8.9048770192774,-19.5968196001193
"198","光迅科技","002281.SZ",2.379738,39.0360465331018,3.62180709067812,-0.934177506380721,-3.22242269878908,27.1800000031789,5.96731279601441
"199","长春高新","000661.SZ",2.156771,22.1510557201404,11.0370017536895,7.37278955293428,2.07930851268097,174.799999902639,-2.58160237537891
"200","汇源通信","000586.SZ",5.799112,290.727777088503,-11.4461960246744,1.08818181818182,0.857622377622381,12.92,9.81193785772689
"201","合诚股份","603909.SH",5.882764,78.332892,-26.2611027552616,-0.3072212784977,1.59367299984325,15.7142859818984,-11.6689911668991
